output_key,output_type,display_label,display_group,default_priority,default_target_variable,default_target_direction,ui_block,is_reusable,guardrail_key,short_template,long_template,followup_template,severity_style,is_enabled,notes
seguridad_renal_clinical_message,clinical_message,Interpretación Seguridad renal,renal,5,egfr_ml_min_1_73m2,down,clinical_interpretation,0,confirmar_contexto_clinico,Se observa activación de seguridad renal.,La combinación de analitos asociados sugiere activación de seguridad renal con relevancia en el dominio renal / volumen.,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,warning,1,generado para seguridad_renal (estado_seguridad)
seguridad_renal_nutrition_action,nutrition_action,Priorizar abordaje de Seguridad renal,renal,5,egfr_ml_min_1_73m2,up,action_plan,0,confirmar_contexto_clinico,Conviene priorizar intervención sobre seguridad renal.,Este eje merece un plan dirigido a modular seguridad renal y mejorar la trayectoria del marcador diana egfr_ml_min_1_73m2.,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,action,1,generado para seguridad_renal (estado_seguridad)
seguridad_renal_projected_target,projected_target,Objetivo analítico en Seguridad renal,renal,4,egfr_ml_min_1_73m2,up,targets,0,confirmar_contexto_clinico,egfr_ml_min_1_73m2 pasa a ser objetivo prioritario.,La activación de seguridad renal hace útil vigilar especialmente egfr_ml_min_1_73m2 como variable de seguimiento principal.,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,info,1,generado para seguridad_renal (estado_seguridad)
seguridad_renal_followup,followup,Seguimiento de Seguridad renal,renal,4,egfr_ml_min_1_73m2,stability,followup,0,confirmar_contexto_clinico,Sugerido control evolutivo de seguridad renal.,Tiene sentido reevaluar seguridad renal tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,info,1,generado para seguridad_renal (estado_seguridad)
seguridad_renal_guardrail,guardrail,Contextualizar Seguridad renal,renal,3,egfr_ml_min_1_73m2,mixed,guardrails,0,confirmar_contexto_clinico,Conviene contextualizar seguridad renal.,"Antes de sobrerinterpretar seguridad renal conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,guardrail,1,generado para seguridad_renal (estado_seguridad)
seguridad_renal_priority_signal,priority_signal,Prioridad Seguridad renal,renal,5,egfr_ml_min_1_73m2,down,priority,0,confirmar_contexto_clinico,Alta prioridad para seguridad renal.,"Por su peso agregado, seguridad renal debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,priority,1,generado para seguridad_renal (estado_seguridad)
deshidratacion_hemoconcentracion_clinical_pattern,clinical_pattern,Deshidratacion Hemoconcentracion,renal,5,hct_pct,up,executive_summary,0,confirmar_contexto_clinico,Predomina un patrón compatible con deshidratacion hemoconcentracion.,El conjunto de señales activas es compatible con deshidratacion hemoconcentracion. Patrón compatible con hemoconcentración o contracción de volumen.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,warning,1,generado para deshidratacion_hemoconcentracion (estado_seguridad)
deshidratacion_hemoconcentracion_clinical_message,clinical_message,Interpretación Deshidratacion Hemoconcentracion,renal,5,hct_pct,up,clinical_interpretation,0,confirmar_contexto_clinico,Se observa activación de deshidratacion hemoconcentracion.,La combinación de analitos asociados sugiere activación de deshidratacion hemoconcentracion con relevancia en el dominio renal / volumen.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,warning,1,generado para deshidratacion_hemoconcentracion (estado_seguridad)
deshidratacion_hemoconcentracion_nutrition_action,nutrition_action,Priorizar abordaje de Deshidratacion Hemoconcentracion,renal,5,hct_pct,down,action_plan,0,confirmar_contexto_clinico,Conviene priorizar intervención sobre deshidratacion hemoconcentracion.,Este eje merece un plan dirigido a modular deshidratacion hemoconcentracion y mejorar la trayectoria del marcador diana hct_pct.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,action,1,generado para deshidratacion_hemoconcentracion (estado_seguridad)
deshidratacion_hemoconcentracion_projected_target,projected_target,Objetivo analítico en Deshidratacion Hemoconcentracion,renal,4,hct_pct,down,targets,0,confirmar_contexto_clinico,hct_pct pasa a ser objetivo prioritario.,La activación de deshidratacion hemoconcentracion hace útil vigilar especialmente hct_pct como variable de seguimiento principal.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,info,1,generado para deshidratacion_hemoconcentracion (estado_seguridad)
deshidratacion_hemoconcentracion_followup,followup,Seguimiento de Deshidratacion Hemoconcentracion,renal,4,hct_pct,stability,followup,0,confirmar_contexto_clinico,Sugerido control evolutivo de deshidratacion hemoconcentracion.,Tiene sentido reevaluar deshidratacion hemoconcentracion tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,info,1,generado para deshidratacion_hemoconcentracion (estado_seguridad)
deshidratacion_hemoconcentracion_guardrail,guardrail,Contextualizar Deshidratacion Hemoconcentracion,renal,3,hct_pct,mixed,guardrails,0,confirmar_contexto_clinico,Conviene contextualizar deshidratacion hemoconcentracion.,"Antes de sobrerinterpretar deshidratacion hemoconcentracion conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,guardrail,1,generado para deshidratacion_hemoconcentracion (estado_seguridad)
deshidratacion_hemoconcentracion_priority_signal,priority_signal,Prioridad Deshidratacion Hemoconcentracion,renal,5,hct_pct,up,priority,0,confirmar_contexto_clinico,Alta prioridad para deshidratacion hemoconcentracion.,"Por su peso agregado, deshidratacion hemoconcentracion debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,priority,1,generado para deshidratacion_hemoconcentracion (estado_seguridad)
retencion_hidrosalina_clinical_pattern,clinical_pattern,Retencion Hidrosalina,renal,5,hct_pct,down,executive_summary,0,confirmar_contexto_clinico,Predomina un patrón compatible con retencion hidrosalina.,El conjunto de señales activas es compatible con retencion hidrosalina. Patrón compatible con expansión de volumen/hemodilución o pérdida de oncótica. [Usar con umbral alto: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos.],Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,warning,1,generado para retencion_hidrosalina (estado_seguridad)
retencion_hidrosalina_clinical_message,clinical_message,Interpretación Retencion Hidrosalina,renal,5,hct_pct,down,clinical_interpretation,0,confirmar_contexto_clinico,Se observa activación de retencion hidrosalina.,La combinación de analitos asociados sugiere activación de retencion hidrosalina con relevancia en el dominio renal / volumen.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,warning,1,generado para retencion_hidrosalina (estado_seguridad)
retencion_hidrosalina_nutrition_action,nutrition_action,Priorizar abordaje de Retencion Hidrosalina,renal,5,hct_pct,up,action_plan,0,confirmar_contexto_clinico,Conviene priorizar intervención sobre retencion hidrosalina.,Este eje merece un plan dirigido a modular retencion hidrosalina y mejorar la trayectoria del marcador diana hct_pct.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,action,1,generado para retencion_hidrosalina (estado_seguridad)
retencion_hidrosalina_projected_target,projected_target,Objetivo analítico en Retencion Hidrosalina,renal,4,hct_pct,up,targets,0,confirmar_contexto_clinico,hct_pct pasa a ser objetivo prioritario.,La activación de retencion hidrosalina hace útil vigilar especialmente hct_pct como variable de seguimiento principal.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,info,1,generado para retencion_hidrosalina (estado_seguridad)
retencion_hidrosalina_followup,followup,Seguimiento de Retencion Hidrosalina,renal,4,hct_pct,stability,followup,0,confirmar_contexto_clinico,Sugerido control evolutivo de retencion hidrosalina.,Tiene sentido reevaluar retencion hidrosalina tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,info,1,generado para retencion_hidrosalina (estado_seguridad)
retencion_hidrosalina_guardrail,guardrail,Contextualizar Retencion Hidrosalina,renal,3,hct_pct,mixed,guardrails,0,confirmar_contexto_clinico,Conviene contextualizar retencion hidrosalina.,"Antes de sobrerinterpretar retencion hidrosalina conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,guardrail,1,generado para retencion_hidrosalina (estado_seguridad)
retencion_hidrosalina_priority_signal,priority_signal,Prioridad Retencion Hidrosalina,renal,5,hct_pct,down,priority,0,confirmar_contexto_clinico,Alta prioridad para retencion hidrosalina.,"Por su peso agregado, retencion hidrosalina debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,priority,1,generado para retencion_hidrosalina (estado_seguridad)
resistencia_leptinica_saciedad_clinical_pattern,clinical_pattern,Resistencia Leptinica Saciedad,hormonal,5,waist_cm,up,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con resistencia leptinica saciedad.,El conjunto de señales activas es compatible con resistencia leptinica saciedad. Patrón antropométrico-metabólico sugerente de señal leptínica ineficaz; baja especificidad. [Usar con umbral alto: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central.],Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,warning,1,generado para resistencia_leptinica_saciedad (mecanismo)
resistencia_leptinica_saciedad_clinical_message,clinical_message,Interpretación Resistencia Leptinica Saciedad,hormonal,5,waist_cm,up,clinical_interpretation,0,contextualizar_resultado,Se observa activación de resistencia leptinica saciedad.,La combinación de analitos asociados sugiere activación de resistencia leptinica saciedad con relevancia en el dominio hormonal / saciedad.,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,warning,1,generado para resistencia_leptinica_saciedad (mecanismo)
resistencia_leptinica_saciedad_nutrition_action,nutrition_action,Priorizar abordaje de Resistencia Leptinica Saciedad,hormonal,5,waist_cm,down,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre resistencia leptinica saciedad.,Este eje merece un plan dirigido a modular resistencia leptinica saciedad y mejorar la trayectoria del marcador diana waist_cm.,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,action,1,generado para resistencia_leptinica_saciedad (mecanismo)
resistencia_leptinica_saciedad_projected_target,projected_target,Objetivo analítico en Resistencia Leptinica Saciedad,hormonal,4,waist_cm,down,targets,0,contextualizar_resultado,waist_cm pasa a ser objetivo prioritario.,La activación de resistencia leptinica saciedad hace útil vigilar especialmente waist_cm como variable de seguimiento principal.,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,info,1,generado para resistencia_leptinica_saciedad (mecanismo)
resistencia_leptinica_saciedad_followup,followup,Seguimiento de Resistencia Leptinica Saciedad,hormonal,4,waist_cm,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de resistencia leptinica saciedad.,Tiene sentido reevaluar resistencia leptinica saciedad tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,info,1,generado para resistencia_leptinica_saciedad (mecanismo)
resistencia_leptinica_saciedad_guardrail,guardrail,Contextualizar Resistencia Leptinica Saciedad,hormonal,3,waist_cm,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar resistencia leptinica saciedad.,"Antes de sobrerinterpretar resistencia leptinica saciedad conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,guardrail,1,generado para resistencia_leptinica_saciedad (mecanismo)
resistencia_leptinica_saciedad_priority_signal,priority_signal,Prioridad Resistencia Leptinica Saciedad,hormonal,5,waist_cm,up,priority,0,contextualizar_resultado,Alta prioridad para resistencia leptinica saciedad.,"Por su peso agregado, resistencia leptinica saciedad debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,priority,1,generado para resistencia_leptinica_saciedad (mecanismo)
disfuncion_tiroidea_periferica_clinical_pattern,clinical_pattern,Disfuncion Tiroidea Periferica,hormonal,5,tsh_mIU_l,down,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con disfuncion tiroidea periferica.,El conjunto de señales activas es compatible con disfuncion tiroidea periferica. Disfunción tiroidea operativa con TSH/FT4 y reflejo metabólico.,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,warning,1,generado para disfuncion_tiroidea_periferica (mecanismo)
disfuncion_tiroidea_periferica_clinical_message,clinical_message,Interpretación Disfuncion Tiroidea Periferica,hormonal,5,tsh_mIU_l,down,clinical_interpretation,0,contextualizar_resultado,Se observa activación de disfuncion tiroidea periferica.,La combinación de analitos asociados sugiere activación de disfuncion tiroidea periferica con relevancia en el dominio hormonal / saciedad.,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,warning,1,generado para disfuncion_tiroidea_periferica (mecanismo)
disfuncion_tiroidea_periferica_nutrition_action,nutrition_action,Priorizar abordaje de Disfuncion Tiroidea Periferica,hormonal,5,tsh_mIU_l,up,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre disfuncion tiroidea periferica.,Este eje merece un plan dirigido a modular disfuncion tiroidea periferica y mejorar la trayectoria del marcador diana tsh_mIU_l.,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,action,1,generado para disfuncion_tiroidea_periferica (mecanismo)
disfuncion_tiroidea_periferica_projected_target,projected_target,Objetivo analítico en Disfuncion Tiroidea Periferica,hormonal,4,tsh_mIU_l,up,targets,0,contextualizar_resultado,tsh_mIU_l pasa a ser objetivo prioritario.,La activación de disfuncion tiroidea periferica hace útil vigilar especialmente tsh_mIU_l como variable de seguimiento principal.,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,info,1,generado para disfuncion_tiroidea_periferica (mecanismo)
disfuncion_tiroidea_periferica_followup,followup,Seguimiento de Disfuncion Tiroidea Periferica,hormonal,4,tsh_mIU_l,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de disfuncion tiroidea periferica.,Tiene sentido reevaluar disfuncion tiroidea periferica tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,info,1,generado para disfuncion_tiroidea_periferica (mecanismo)
disfuncion_tiroidea_periferica_guardrail,guardrail,Contextualizar Disfuncion Tiroidea Periferica,hormonal,3,tsh_mIU_l,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar disfuncion tiroidea periferica.,"Antes de sobrerinterpretar disfuncion tiroidea periferica conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,guardrail,1,generado para disfuncion_tiroidea_periferica (mecanismo)
disfuncion_tiroidea_periferica_priority_signal,priority_signal,Prioridad Disfuncion Tiroidea Periferica,hormonal,5,tsh_mIU_l,down,priority,0,contextualizar_resultado,Alta prioridad para disfuncion tiroidea periferica.,"Por su peso agregado, disfuncion tiroidea periferica debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,priority,1,generado para disfuncion_tiroidea_periferica (mecanismo)
estado_anabolico_bajo_clinical_pattern,clinical_pattern,Estado Anabolico Bajo,hormonal,5,creatinine_mg_dl,down,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con estado anabolico bajo.,El conjunto de señales activas es compatible con estado anabolico bajo. Señal de baja reserva anabólica o masa magra reducida.,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,warning,1,generado para estado_anabolico_bajo (mecanismo)
estado_anabolico_bajo_clinical_message,clinical_message,Interpretación Estado Anabolico Bajo,hormonal,5,creatinine_mg_dl,down,clinical_interpretation,0,contextualizar_resultado,Se observa activación de estado anabolico bajo.,La combinación de analitos asociados sugiere activación de estado anabolico bajo con relevancia en el dominio hormonal / saciedad.,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,warning,1,generado para estado_anabolico_bajo (mecanismo)
estado_anabolico_bajo_nutrition_action,nutrition_action,Priorizar abordaje de Estado Anabolico Bajo,hormonal,5,creatinine_mg_dl,up,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre estado anabolico bajo.,Este eje merece un plan dirigido a modular estado anabolico bajo y mejorar la trayectoria del marcador diana creatinine_mg_dl.,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,action,1,generado para estado_anabolico_bajo (mecanismo)
estado_anabolico_bajo_projected_target,projected_target,Objetivo analítico en Estado Anabolico Bajo,hormonal,4,creatinine_mg_dl,up,targets,0,contextualizar_resultado,creatinine_mg_dl pasa a ser objetivo prioritario.,La activación de estado anabolico bajo hace útil vigilar especialmente creatinine_mg_dl como variable de seguimiento principal.,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,info,1,generado para estado_anabolico_bajo (mecanismo)
estado_anabolico_bajo_followup,followup,Seguimiento de Estado Anabolico Bajo,hormonal,4,creatinine_mg_dl,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de estado anabolico bajo.,Tiene sentido reevaluar estado anabolico bajo tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,info,1,generado para estado_anabolico_bajo (mecanismo)
estado_anabolico_bajo_guardrail,guardrail,Contextualizar Estado Anabolico Bajo,hormonal,3,creatinine_mg_dl,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar estado anabolico bajo.,"Antes de sobrerinterpretar estado anabolico bajo conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,guardrail,1,generado para estado_anabolico_bajo (mecanismo)
estado_anabolico_bajo_priority_signal,priority_signal,Prioridad Estado Anabolico Bajo,hormonal,5,creatinine_mg_dl,down,priority,0,contextualizar_resultado,Alta prioridad para estado anabolico bajo.,"Por su peso agregado, estado anabolico bajo debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,priority,1,generado para estado_anabolico_bajo (mecanismo)
