link_id,mechanism_id,output_type,output_key,priority,strength_mode,min_activation,max_activation,condition_context,message_short,message_long,target_variable,target_direction,followup_hint,guardrail_key,is_enabled,notes
MS137,deshidratacion_hemoconcentracion,projected_target,deshidratacion_hemoconcentracion_projected_target,4,inherit_activation,35,,none,hct_pct pasa a ser objetivo prioritario.,La activación de deshidratacion hemoconcentracion hace útil vigilar especialmente hct_pct como variable de seguimiento principal.,hct_pct,down,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=40
MS138,deshidratacion_hemoconcentracion,followup,deshidratacion_hemoconcentracion_followup,4,binary,20,,none,Sugerido control evolutivo de deshidratacion hemoconcentracion.,Tiene sentido reevaluar deshidratacion hemoconcentracion tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,hct_pct,stability,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=40
MS139,deshidratacion_hemoconcentracion,guardrail,deshidratacion_hemoconcentracion_guardrail,3,binary,20,,none,Conviene contextualizar deshidratacion hemoconcentracion.,"Antes de sobrerinterpretar deshidratacion hemoconcentracion conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",hct_pct,mixed,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=40
MS140,deshidratacion_hemoconcentracion,priority_signal,deshidratacion_hemoconcentracion_priority_signal,5,capped,40,,none,Alta prioridad para deshidratacion hemoconcentracion.,"Por su peso agregado, deshidratacion hemoconcentracion debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",hct_pct,up,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=40
MS141,retencion_hidrosalina,clinical_pattern,retencion_hidrosalina_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con retencion hidrosalina.,El conjunto de señales activas es compatible con retencion hidrosalina. Patrón compatible con expansión de volumen/hemodilución o pérdida de oncótica. [Usar con umbral alto: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos.],hct_pct,down,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=60
MS142,retencion_hidrosalina,clinical_message,retencion_hidrosalina_clinical_message,5,inherit_activation,25,,none,Se observa activación de retencion hidrosalina.,La combinación de analitos asociados sugiere activación de retencion hidrosalina con relevancia en el dominio renal / volumen.,hct_pct,down,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=60
MS143,retencion_hidrosalina,nutrition_action,retencion_hidrosalina_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre retencion hidrosalina.,Este eje merece un plan dirigido a modular retencion hidrosalina y mejorar la trayectoria del marcador diana hct_pct.,hct_pct,up,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=60
MS144,retencion_hidrosalina,projected_target,retencion_hidrosalina_projected_target,4,inherit_activation,35,,none,hct_pct pasa a ser objetivo prioritario.,La activación de retencion hidrosalina hace útil vigilar especialmente hct_pct como variable de seguimiento principal.,hct_pct,up,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=60
MS145,retencion_hidrosalina,followup,retencion_hidrosalina_followup,4,binary,20,,none,Sugerido control evolutivo de retencion hidrosalina.,Tiene sentido reevaluar retencion hidrosalina tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,hct_pct,stability,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=60
MS146,retencion_hidrosalina,guardrail,retencion_hidrosalina_guardrail,3,binary,20,,none,Conviene contextualizar retencion hidrosalina.,"Antes de sobrerinterpretar retencion hidrosalina conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",hct_pct,mixed,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=60
MS147,retencion_hidrosalina,priority_signal,retencion_hidrosalina_priority_signal,5,capped,40,,none,Alta prioridad para retencion hidrosalina.,"Por su peso agregado, retencion hidrosalina debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",hct_pct,down,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=60
MS148,resistencia_leptinica_saciedad,clinical_pattern,resistencia_leptinica_saciedad_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con resistencia leptinica saciedad.,El conjunto de señales activas es compatible con resistencia leptinica saciedad. Patrón antropométrico-metabólico sugerente de señal leptínica ineficaz; baja especificidad. [Usar con umbral alto: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central.],waist_cm,up,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=60
MS149,resistencia_leptinica_saciedad,clinical_message,resistencia_leptinica_saciedad_clinical_message,5,inherit_activation,25,,none,Se observa activación de resistencia leptinica saciedad.,La combinación de analitos asociados sugiere activación de resistencia leptinica saciedad con relevancia en el dominio hormonal / saciedad.,waist_cm,up,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=60
MS150,resistencia_leptinica_saciedad,nutrition_action,resistencia_leptinica_saciedad_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre resistencia leptinica saciedad.,Este eje merece un plan dirigido a modular resistencia leptinica saciedad y mejorar la trayectoria del marcador diana waist_cm.,waist_cm,down,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=60
MS151,resistencia_leptinica_saciedad,projected_target,resistencia_leptinica_saciedad_projected_target,4,inherit_activation,35,,none,waist_cm pasa a ser objetivo prioritario.,La activación de resistencia leptinica saciedad hace útil vigilar especialmente waist_cm como variable de seguimiento principal.,waist_cm,down,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=60
MS152,resistencia_leptinica_saciedad,followup,resistencia_leptinica_saciedad_followup,4,binary,20,,none,Sugerido control evolutivo de resistencia leptinica saciedad.,Tiene sentido reevaluar resistencia leptinica saciedad tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,waist_cm,stability,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=60
MS153,resistencia_leptinica_saciedad,guardrail,resistencia_leptinica_saciedad_guardrail,3,binary,20,,none,Conviene contextualizar resistencia leptinica saciedad.,"Antes de sobrerinterpretar resistencia leptinica saciedad conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",waist_cm,mixed,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=60
MS154,resistencia_leptinica_saciedad,priority_signal,resistencia_leptinica_saciedad_priority_signal,5,capped,40,,none,Alta prioridad para resistencia leptinica saciedad.,"Por su peso agregado, resistencia leptinica saciedad debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",waist_cm,up,Repetir waist_cm y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=60
MS155,disfuncion_tiroidea_periferica,clinical_pattern,disfuncion_tiroidea_periferica_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con disfuncion tiroidea periferica.,El conjunto de señales activas es compatible con disfuncion tiroidea periferica. Disfunción tiroidea operativa con TSH/FT4 y reflejo metabólico.,tsh_mIU_l,down,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS156,disfuncion_tiroidea_periferica,clinical_message,disfuncion_tiroidea_periferica_clinical_message,5,inherit_activation,25,,none,Se observa activación de disfuncion tiroidea periferica.,La combinación de analitos asociados sugiere activación de disfuncion tiroidea periferica con relevancia en el dominio hormonal / saciedad.,tsh_mIU_l,down,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS157,disfuncion_tiroidea_periferica,nutrition_action,disfuncion_tiroidea_periferica_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre disfuncion tiroidea periferica.,Este eje merece un plan dirigido a modular disfuncion tiroidea periferica y mejorar la trayectoria del marcador diana tsh_mIU_l.,tsh_mIU_l,up,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS158,disfuncion_tiroidea_periferica,projected_target,disfuncion_tiroidea_periferica_projected_target,4,inherit_activation,35,,none,tsh_mIU_l pasa a ser objetivo prioritario.,La activación de disfuncion tiroidea periferica hace útil vigilar especialmente tsh_mIU_l como variable de seguimiento principal.,tsh_mIU_l,up,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS159,disfuncion_tiroidea_periferica,followup,disfuncion_tiroidea_periferica_followup,4,binary,20,,none,Sugerido control evolutivo de disfuncion tiroidea periferica.,Tiene sentido reevaluar disfuncion tiroidea periferica tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,tsh_mIU_l,stability,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS160,disfuncion_tiroidea_periferica,guardrail,disfuncion_tiroidea_periferica_guardrail,3,binary,20,,none,Conviene contextualizar disfuncion tiroidea periferica.,"Antes de sobrerinterpretar disfuncion tiroidea periferica conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",tsh_mIU_l,mixed,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS161,disfuncion_tiroidea_periferica,priority_signal,disfuncion_tiroidea_periferica_priority_signal,5,capped,40,,none,Alta prioridad para disfuncion tiroidea periferica.,"Por su peso agregado, disfuncion tiroidea periferica debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",tsh_mIU_l,down,Repetir tsh_mIU_l y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS162,estado_anabolico_bajo,clinical_pattern,estado_anabolico_bajo_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con estado anabolico bajo.,El conjunto de señales activas es compatible con estado anabolico bajo. Señal de baja reserva anabólica o masa magra reducida.,creatinine_mg_dl,down,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS163,estado_anabolico_bajo,clinical_message,estado_anabolico_bajo_clinical_message,5,inherit_activation,25,,none,Se observa activación de estado anabolico bajo.,La combinación de analitos asociados sugiere activación de estado anabolico bajo con relevancia en el dominio hormonal / saciedad.,creatinine_mg_dl,down,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS164,estado_anabolico_bajo,nutrition_action,estado_anabolico_bajo_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre estado anabolico bajo.,Este eje merece un plan dirigido a modular estado anabolico bajo y mejorar la trayectoria del marcador diana creatinine_mg_dl.,creatinine_mg_dl,up,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS165,estado_anabolico_bajo,projected_target,estado_anabolico_bajo_projected_target,4,inherit_activation,35,,none,creatinine_mg_dl pasa a ser objetivo prioritario.,La activación de estado anabolico bajo hace útil vigilar especialmente creatinine_mg_dl como variable de seguimiento principal.,creatinine_mg_dl,up,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS166,estado_anabolico_bajo,followup,estado_anabolico_bajo_followup,4,binary,20,,none,Sugerido control evolutivo de estado anabolico bajo.,Tiene sentido reevaluar estado anabolico bajo tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,creatinine_mg_dl,stability,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS167,estado_anabolico_bajo,guardrail,estado_anabolico_bajo_guardrail,3,binary,20,,none,Conviene contextualizar estado anabolico bajo.,"Antes de sobrerinterpretar estado anabolico bajo conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",creatinine_mg_dl,mixed,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS168,estado_anabolico_bajo,priority_signal,estado_anabolico_bajo_priority_signal,5,capped,40,,none,Alta prioridad para estado anabolico bajo.,"Por su peso agregado, estado anabolico bajo debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",creatinine_mg_dl,down,Repetir creatinine_mg_dl y contexto clínico-hormonal en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
